host,ip,port,country,region
183.184.231.87:8002,183.184.231.87,8002,CN,Shanxi
60.223.72.72:8001,60.223.72.72,8001,CN,Shanxi
113.17.153.38:8001,113.17.153.38,8001,CN,"Guangxi Zhuangzu"
27.9.90.129:8008,27.9.90.129,8008,CN,Chongqing
144.0.57.45:7002,144.0.57.45,7002,CN,Shandong
219.155.229.162:4000,219.155.229.162,4000,CN,Henan
171.213.230.24:5555,171.213.230.24,5555,CN,Sichuan
59.173.122.26:10001,59.173.122.26,10001,CN,Hubei
171.213.145.200:4022,171.213.145.200,4022,CN,Sichuan
183.188.159.32:6001,183.188.159.32,6001,CN,Shanxi
183.191.136.80:8003,183.191.136.80,8003,CN,Shanxi
118.112.61.53:6066,118.112.61.53,6066,CN,Sichuan
123.121.8.223:4000,123.121.8.223,4000,CN,Beijing
223.242.156.176:4022,223.242.156.176,4022,CN,Anhui
125.38.166.133:5002,125.38.166.133,5002,CN,Tianjin
42.232.113.61:4022,42.232.113.61,4022,CN,Henan
58.17.134.3:8004,58.17.134.3,8004,CN,Chongqing
42.224.96.191:8090,42.224.96.191,8090,CN,Henan
14.104.20.137:8181,14.104.20.137,8181,CN,Chongqing
171.117.255.204:8082,171.117.255.204,8082,CN,Shanxi
171.213.236.140:4022,171.213.236.140,4022,CN,Sichuan
111.161.218.225:8989,111.161.218.225,8989,CN,Tianjin
36.46.98.88:8025,36.46.98.88,8025,CN,Shaanxi
221.232.103.99:8989,221.232.103.99,8989,CN,Hubei
60.223.72.219:8001,60.223.72.219,8001,CN,Shanxi
183.191.136.80:8001,183.191.136.80,8001,CN,Shanxi
219.144.115.112:8686,219.144.115.112,8686,CN,Shaanxi
180.112.209.127:4000,180.112.209.127,4000,CN,Jiangsu
221.205.186.192:8005,221.205.186.192,8005,CN,Shanxi
171.15.150.162:4000,171.15.150.162,4000,CN,Henan
116.9.34.177:4000,116.9.34.177,4000,CN,"Guangxi Zhuangzu"
175.152.156.118:2715,175.152.156.118,2715,CN,Sichuan
175.152.156.117:2715,175.152.156.117,2715,CN,Sichuan
39.74.59.116:5443,39.74.59.116,5443,CN,Shandong
115.171.216.46:4000,115.171.216.46,4000,CN,Beijing
121.226.101.49:6666,121.226.101.49,6666,CN,Jiangsu
114.254.34.71:4022,114.254.34.71,4022,CN,Beijing
183.188.28.89:6001,183.188.28.89,6001,CN,Shanxi
139.227.17.160:4022,139.227.17.160,4022,CN,Shanghai
58.48.104.85:8118,58.48.104.85,8118,CN,Hubei
113.95.141.242:4022,113.95.141.242,4022,CN,Guangdong
171.222.156.190:19999,171.222.156.190,19999,CN,Sichuan
113.224.186.3:5555,113.224.186.3,5555,CN,Liaoning
39.88.158.90:1234,39.88.158.90,1234,CN,Shandong
27.10.213.135:8003,27.10.213.135,8003,CN,Chongqing
139.205.147.10:8688,139.205.147.10,8688,CN,Sichuan
106.5.100.230:6003,106.5.100.230,6003,CN,Jiangxi
124.77.92.229:4022,124.77.92.229,4022,CN,Shanghai
117.81.190.81:4000,117.81.190.81,4000,CN,Jiangsu
49.73.159.218:4022,49.73.159.218,4022,CN,Jiangsu
219.139.229.41:4022,219.139.229.41,4022,CN,Hubei
124.167.118.22:8085,124.167.118.22,8085,CN,Shanxi
112.230.47.30:4022,112.230.47.30,4022,CN,Shandong
60.223.72.230:8001,60.223.72.230,8001,CN,Shanxi
60.217.125.28:9876,60.217.125.28,9876,CN,Shandong
223.198.240.52:4000,223.198.240.52,4000,CN,Hainan
114.254.39.25:4022,114.254.39.25,4022,CN,Beijing
171.213.197.113:4000,171.213.197.113,4000,CN,Sichuan
123.14.57.49:4022,123.14.57.49,4022,CN,Henan
125.46.132.156:4000,125.46.132.156,4000,CN,Henan
218.68.54.108:4022,218.68.54.108,4022,CN,Tianjin
110.72.66.61:8881,110.72.66.61,8881,CN,"Guangxi Zhuangzu"
123.5.146.152:8090,123.5.146.152,8090,CN,Henan
183.162.96.59:4000,183.162.96.59,4000,CN,Anhui
60.3.123.183:4022,60.3.123.183,4022,CN,Hebei
118.79.119.130:6001,118.79.119.130,6001,CN,Shanxi
120.6.121.44:8088,120.6.121.44,8088,CN,Hebei
183.191.118.65:8002,183.191.118.65,8002,CN,Shanxi
182.121.8.87:8090,182.121.8.87,8090,CN,Henan
113.102.83.99:4022,113.102.83.99,4022,CN,Guangdong
110.252.211.41:4022,110.252.211.41,4022,CN,Hebei
175.169.116.182:4022,175.169.116.182,4022,CN,Liaoning
14.109.231.193:8181,14.109.231.193,8181,CN,Chongqing
27.10.212.26:8001,27.10.212.26,8001,CN,Chongqing
113.64.197.119:19888,113.64.197.119,19888,CN,Guangdong
123.112.210.117:4022,123.112.210.117,4022,CN,Beijing
124.112.240.142:4022,124.112.240.142,4022,CN,Anhui
123.118.51.64:8686,123.118.51.64,8686,CN,Beijing
124.167.118.22:8084,124.167.118.22,8084,CN,Shanxi
58.240.90.196:1314,58.240.90.196,1314,CN,Jiangsu
171.217.81.28:8088,171.217.81.28,8088,CN,Sichuan
27.10.211.235:8003,27.10.211.235,8003,CN,Chongqing
60.168.27.175:4022,60.168.27.175,4022,CN,Anhui
27.18.35.149:6868,27.18.35.149,6868,CN,Hubei
27.11.250.130:8009,27.11.250.130,8009,CN,Chongqing
39.64.119.61:8888,39.64.119.61,8888,CN,Shandong
123.113.44.167:8888,123.113.44.167,8888,CN,Beijing
113.223.26.43:9000,113.223.26.43,9000,CN,Hunan
60.168.245.173:9090,60.168.245.173,9090,CN,Anhui
60.168.245.173:9090,60.168.245.173,9090,CN,Anhui
27.193.199.238:4000,27.193.199.238,4000,CN,Shandong
183.166.116.5:9000,183.166.116.5,9000,CN,Anhui
114.96.132.5:8888,114.96.132.5,8888,CN,Anhui
180.157.180.130:8889,180.157.180.130,8889,CN,Shanghai
119.123.175.3:22,119.123.175.3,22,CN,Guangdong
171.95.22.68:8888,171.95.22.68,8888,CN,Sichuan
171.213.133.52:8888,171.213.133.52,8888,CN,Sichuan
27.17.233.248:8888,27.17.233.248,8888,CN,Hubei
